video,shot_number,category,cluster,interactions_number_speakers_2,interactions_number_speakers_3,interactions_number_speakers_4,interactions_number_speakers_4+,intervention_short,intervention_long,speakers_type_ponctuel,speakers_type_localise,speakers_type_present,speakers_type_regulier,speakers_type_important,speaker_distribution,mean_number_of_faces,std_number_of_faces,inter_intensity_variation,intra_intensity_variation,number_shot_transition,number_speaker_transition,speech,music,speech_with_music,speech_with_non_music,non_speech_with_music,non_speech_with_non_music,words,duration
Isaurapdv-LavaZineS01E04584.xml,1,videoblogging,17,0.0,0.0,0.0,0.0,10.32,43.15,0.0,0.0,0.0,0.0,53.47,100.0,4.0,0.0,45.16644880174444,0.0,61.7283950617,0.0,19.0,96.98,17.67,1.31,79.3,0.91,2.05497382199,1.42517814727
Lauraflanders-GRITtvInterviewAndrewBacevich427.xml,1,politics,13,1.96,0.0,0.0,93.92,0.35,0.0,0.0,0.0,11.29,27.08,55.65,100.0,14.368421052631579,11.333279017848229,26.381263616566667,10.544662309376667,1160.59379217,5.5330634278,87.34,21.26,13.49,73.78,7.77,4.71,15.8376963351,6.51887041436
Politicallunch-PoliticalLunch042709SwineFluMonday513.xml,1,politics,8,0.0,3.65,0.0,95.19,0.0,0.0,0.0,0.0,4.32,0.0,94.51,100.0,48.22222222222222,26.893938919713563,53.11111111112222,13.507625272347777,407.407407407,9.62962962963,91.07,7.04,2.76,88.31,4.28,4.09,6.11256544503,2.37529691211
EconomyInCrisis-AvoidingAnotherCrisis595.xml,1,politics,26,97.04,0.0,0.0,0.0,0.0,0.0,91.54,0.0,5.51,0.0,0.0,100.0,2.3333333333333335,1.699673171197595,24.64705882353333,12.679738562105554,220.588235294,0.735294117647,91.92,17.13,11.62,80.02,5.51,1.52,2.91884816754,1.19644585203
Naftalina-TheWorldOfBrtalLegend405.xml,1,gaming,21,6.98,0.0,0.0,0.0,11.45,0.0,0.0,17.23,0.0,0.0,0.0,100.0,0.5,0.5,21.673638344244445,8.278867102397777,1333.33333333,1.66666666667,3.8,95.0,3.61,0.19,91.39,2.64,0.0130890052356,0.527843758248
Triiku-2008april29OnFish847.xml,1,videoblogging,19,11.78,0.0,0.0,20.14,4.0,27.01,0.0,15.22,0.0,16.02,31.01,100.0,13.428571428571429,13.97811700845435,57.35076252724443,15.860566448822222,313.588850174,3.13588850174,17.11,77.14,11.57,5.34,65.57,17.06,2.67015706806,2.52485264362
Griotgreg-HondaInsight305.xml,1,autos_and_vehicles,8,16.91,0.0,0.0,64.66,1.82,0.0,0.0,0.0,14.1,0.0,65.57,100.0,8.666666666666666,10.208928554075703,47.50239651416667,20.174291939,409.836065574,4.91803278689,70.42,62.79,36.06,34.36,26.72,1.3,2.25130890052,1.07328230844
Plesstv-LawrenceLessingCofounderChangeCongress313.xml,1,business,13,70.6,0.0,0.0,0.0,0.0,9.85,0.0,0.0,3.66,0.0,76.71,100.0,10.777777777777779,9.484229925721468,50.106753812633336,27.93028322438889,1098.9010989,1.0989010989,77.62,45.99,25.58,52.04,20.41,1.42,2.84031413613,1.60112606668
Lauraflanders-GRITtvCommentaryTheFoodCrisis776.xml,1,politics,23,0.0,0.0,0.0,0.0,0.0,93.97,93.97,0.0,0.0,0.0,0.0,100.0,8.5,5.5,37.21045751633333,10.588235294112776,84.7457627119,0.0,97.36,9.15,8.74,88.16,0.42,0.91,2.25130890052,1.03809272455
Imohax-RunOpenSimInstallBuildAndConnectToWindowsStandalone189.xml,1,educational,17,7.69,0.0,0.0,0.0,0.0,3.62,0.0,11.31,0.0,0.0,0.0,100.0,3.6666666666666665,4.4969125210773475,16.850544662303335,9.45533769063889,75.5667506297,0.251889168766,4.76,83.8,2.77,1.99,81.04,12.74,0.0130890052356,3.4925662004
TheLineMovie-OnTheTrainWithNancyDCAmericanUniversity531.xml,1,videoblogging,22,0.0,0.0,0.0,98.8,0.02,0.0,0.0,0.0,7.4,60.53,30.43,100.0,15.5,11.569356075426152,17.433551198255557,20.0,114.48019802,6.00247524752,91.91,11.87,10.19,81.7,1.69,6.37,84.9083769634,28.4331837776
Francoventoso-3DiluMillerBluesBandRockWineBlues2008255.xml,1,music_and_entertainment,25,12.47,0.0,0.0,0.0,3.47,13.6,0.0,20.11,2.35,0.0,7.1,100.0,0.0,0.0,27.593899782133334,7.450980392147776,198.675496689,1.32450331126,2.97,99.07,2.8,0.0,96.28,0.23,0.0130890052356,2.65681358318
Mdtmusic-InTheNameOfTheFamilySuite496.xml,1,music_and_entertainment,28,18.5,2.9,7.71,0.0,5.43,7.27,0.0,0.0,28.59,12.04,0.0,100.0,15.076923076923077,15.896112434571679,41.8928104575,17.77777777776667,953.63079615,3.58705161855,21.13,89.27,15.21,5.91,74.05,4.72,4.30628272251,10.0554235946
Thatsportsshow-ThatSportsShowBlazingShootingAndCrossDressing920.xml,1,sports,24,70.64,0.0,0.0,0.0,2.87,0.0,0.0,0.0,11.55,1.88,59.35,100.0,15.6,19.085072700935672,30.00043572986667,13.37690631807778,596.49122807,2.80701754386,69.48,39.72,12.15,57.26,27.57,2.35,4.86910994764,2.50725785168
Urbanmedialabfx-WrathOfDead568.xml,1,the_mainstream_media,20,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,9.89,100.0,0.0,0.0,23.945533769077777,30.326797385623333,540.540540541,0.0,47.85,51.62,18.19,28.59,33.43,17.08,0.0130890052356,0.325503650919
Flashtuts-FinalWord380.xml,1,educational,31,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,0.0,0.0,98.25,100.0,0.0,0.0,81.83006535947779,0.0,0.0,0.0,90.75,18.71,13.3,77.44,5.41,3.26,5.61518324607,2.52485264362
Politicallunch-PoliticalLunch062409SCGovernorLostAndFound902.xml,1,politics,24,0.0,0.0,0.0,99.71,0.0,0.0,0.0,0.0,7.93,0.0,91.19,100.0,51.75,39.820691857374854,51.4614379085,18.38779956425556,679.611650485,6.31067961165,88.93,12.38,4.44,84.49,7.94,2.35,4.64659685864,1.81226356998
Spazzo54-Day54OffTheTopOfMyHead794.xml,1,videoblogging,28,65.33,0.0,0.0,0.0,3.44,6.96,0.0,0.0,7.63,0.0,67.29,100.0,15.428571428571429,7.3844845618971915,21.21873638343333,21.65577342047778,858.895705521,1.22699386503,74.77,51.47,28.25,46.31,23.22,1.54,2.89267015707,1.43397554324
Thatsportsshow-ThatSportsShowPuttingCollegeAthletesOnThePayroll853.xml,1,sports,29,0.0,0.0,93.87,0.0,3.4,0.0,0.0,0.0,7.94,0.0,89.15,100.0,18.8,32.652105598261194,53.24749455336667,22.657952069700002,516.431924883,1.40845070423,90.73,16.43,10.11,80.62,6.32,2.19,4.97382198953,1.87384534178
UBM-02046SinAndJudgment01815.xml,1,religion,22,1.53,1.19,0.0,93.25,0.49,0.86,0.0,0.0,0.17,47.42,44.91,100.0,3.75,2.277608394786075,27.194335512,21.873638344211113,198.218902614,9.42257971847,73.98,18.42,10.06,63.92,8.36,17.61,58.7041884817,30.6237353743
Srnyclips-SportsRadioNYAnimationPromo963.xml,1,sports,33,0.0,1.72,0.0,63.21,0.0,0.0,0.0,0.0,1.48,7.69,55.13,100.0,1.6666666666666667,1.247219128924647,15.979520697166667,22.178649237488887,21.4649852428,3.54172256507,62.17,26.44,24.32,37.82,2.12,0.88,64.1361256545,32.7878947831
Cashflowcoach-WhatWillHappenToInterestRates227.xml,1,default_category,10,0.0,0.0,0.0,95.39,0.0,0.0,0.0,0.0,0.0,2.06,93.32,100.0,6.666666666666667,6.79869268479038,37.88278867102222,15.555555555555555,182.481751825,2.55474452555,92.95,33.8,28.35,64.6,5.45,0.95,5.64136125654,2.410486496
Isismasoud-NaturallyDelicious148.xml,1,educational,1,0.0,0.0,0.0,0.0,0.0,97.82,0.0,0.0,0.0,0.0,97.82,100.0,20.0,0.0,40.15904139435,0.0,55.5555555556,0.0,17.53,45.89,6.7,10.81,39.19,42.36,4.71204188482,1.58353127474
Gvtvnews-GVTVNews121208NCTV11496.xml,1,default_category,29,2.92,16.64,10.04,43.13,0.64,10.03,0.0,0.0,12.89,2.0,65.49,100.0,12.0,9.113661367936148,6.835294117645556,17.90849673201111,495.963091119,1.67243367935,81.58,35.52,22.34,59.24,13.18,4.61,36.0732984293,15.2546846134
EconomyInCrisis-JusticeSoutersRetirement978.xml,1,politics,23,98.31,0.0,0.0,0.0,0.0,0.0,92.66,0.0,5.59,0.0,0.0,100.0,2.0,2.0,23.048801742922226,15.119825708063335,142.857142857,0.714285714286,90.9,11.57,7.12,83.58,4.45,3.85,2.81413612565,1.23163543591
Pycon-StateOfTurboGears128.xml,1,conferences_and_other_events,33,3.04,3.81,2.94,65.58,3.51,1.17,0.0,0.0,0.03,37.07,38.21,100.0,2.8,2.3151673805580453,63.34945533768889,21.78649237472,49.7322111706,13.351185922,84.33,31.84,17.9,66.42,13.94,1.68,44.7905759162,22.9963930677
DietC0K3-CallOfDuty4TeamDeathmatch2DietC0K3AK47955.xml,1,gaming,25,14.85,0.0,0.0,0.0,3.83,5.21,0.0,5.11,6.11,11.77,0.0,100.0,0.0,0.0,35.418736383422214,17.16775599128889,160.642570281,3.41365461847,0.06,99.56,0.0,0.0,99.56,0.1,0.0130890052356,4.38110319345
GVTVNEWS-GVTVNews041408NCTV11278.xml,1,movies_and_television,29,5.05,7.14,8.36,68.15,0.29,0.0,0.0,0.0,0.0,11.49,74.84,100.0,8.88888888888889,5.384018417593652,4.562527233116667,15.59912854031111,471.204188482,5.46829552065,81.65,23.84,13.16,68.45,10.68,7.23,37.1335078534,15.1227236738
Aramistech-WirelessNForYourMacMini850.xml,1,technology,23,91.65,0.0,0.0,0.0,0.0,3.26,78.54,0.0,16.23,0.0,0.0,100.0,3.0,3.0,31.943355119822222,20.6100217865,145.98540146,0.486618004866,86.51,46.76,37.32,49.19,9.45,3.12,8.25916230366,3.615729744
Publicdomain-a_car_tune_portrait347.xml,1,movies_and_television,13,10.07,36.97,2.93,4.37,4.26,9.34,0.0,0.0,11.79,28.36,23.23,100.0,1.5,1.5,27.80174291938889,13.159041394355555,1108.43373494,10.3614457831,27.49,83.98,24.06,3.29,59.92,1.89,1.09947643979,3.65091932788
Blockstack-WUGC2008OpeningCeremoniesEp2197.xml,1,sports,19,11.58,7.64,6.33,30.78,3.71,11.63,0.09,0.0,32.93,37.04,0.0,100.0,7.428571428571429,8.347063518852309,39.62788671022223,21.002178649222223,329.835082459,4.84757621189,41.46,63.77,20.42,21.03,43.35,15.12,26.6623036649,17.6035893376
Politicallunch-PoliticalLunch022009413.xml,1,politics,15,0.0,0.0,0.0,0.0,0.0,94.53,94.53,0.0,0.0,0.0,0.0,100.0,11.5,8.52936105461599,45.762527233111115,23.61655773422222,506.912442396,0.0,92.91,10.92,6.01,86.91,4.92,1.62,4.25392670157,1.90903492566
Bucovinatv-StirileBucovinaTV11Martie2009275.xml,1,default_category,8,0.0,0.0,0.0,98.91,0.0,0.0,0.0,0.0,0.0,17.43,81.16,100.0,7.333333333333333,5.587684871413404,49.981699346411105,10.23965141613111,315.091210614,2.57048092869,93.0,14.59,12.62,80.38,1.97,4.89,28.6910994764,10.6096595408
Web2Expo-Web2ExpoSF09WillWrightAConversationWithWillWright656.xml,1,technology,31,0.0,0.0,0.0,99.72,0.0,0.0,0.0,0.0,0.0,0.0,96.49,100.0,0.0,0.0,92.56732026143334,0.0,73.5294117647,0.0,97.62,13.16,12.84,84.41,0.32,1.39,3.20680628272,1.19644585203
Publicdomain-diverdan_2301.xml,1,default_category,25,22.54,10.53,7.5,6.31,7.5,6.34,0.0,0.0,9.02,13.44,32.95,100.0,7.5,7.123903424387503,45.6183006536,11.677559912867777,265.486725664,6.41592920354,55.95,79.18,38.93,17.02,40.25,3.34,4.39790575916,3.9764229788
Politicallunch-PoliticalLunch030607152.xml,1,politics,24,0.0,0.0,0.0,99.73,0.0,0.0,0.0,0.0,4.63,0.0,95.11,100.0,7.0,6.082762530298219,52.84400871457778,15.816993464055555,588.235294118,9.01960784314,91.87,8.63,3.96,87.91,4.66,2.8,5.61518324607,2.24333597255
Cwzimmer-DarwinAndBeyondFlash470.xml,1,default_category,28,17.09,0.0,0.0,0.0,14.35,15.55,0.0,0.0,2.87,0.0,42.53,100.0,7.75,10.638961415476606,45.475816993466665,15.816993464044446,941.176470588,2.35294117647,56.13,83.88,46.28,9.85,37.6,3.56,0.746073298429,0.747778657517
GolfLifeTips-TaylormadeTourBurnerDriverReview339.xml,1,sports,0,0.0,0.0,0.0,0.0,0.0,98.86,98.86,0.0,0.0,0.0,0.0,100.0,11.214285714285714,10.530083240944702,40.089760348566664,16.64488017428889,1385.13513514,0.0,73.41,58.51,39.49,33.75,19.03,7.19,8.15445026178,2.60402920735
RachelC-WeTellStoriesMeetingJacques524.xml,1,default_category,22,1.44,0.0,0.0,95.34,0.29,0.0,0.0,0.0,5.51,55.06,31.28,100.0,10.25,11.409973707244026,53.93115468408889,17.86492374728889,218.712029162,14.8845686513,95.97,35.19,32.34,63.62,2.85,0.97,60.3272251309,28.9610275358
Crashsolo-OneMinuteIFeelBadAboutMyNeck672.xml,1,literature,15,0.0,0.0,0.0,0.0,0.0,93.27,93.27,0.0,0.0,0.0,0.0,100.0,13.0,9.273618495495704,47.375163398699996,21.04575163397778,447.76119403,0.0,61.98,16.12,5.78,56.2,10.34,23.95,1.07329842932,0.589425530043
Raymarq-VideoconferenciaCLED2009DrManuelArea150.xml,1,educational,31,0.0,0.0,0.0,61.21,0.0,36.21,0.0,0.0,0.0,0.0,95.41,100.0,10.5,0.5,44.68888888887777,0.6971677559916666,26.0416666667,0.0,94.57,30.86,28.03,66.29,2.83,2.22,7.57853403141,3.37820005278
Lauraflanders-GRITtvFeaturesTECHGRRLTip3413.xml,1,politics,24,0.0,0.0,27.02,54.96,0.0,7.06,13.23,0.0,20.06,10.04,44.3,100.0,17.727272727272727,16.108105859478492,19.15424836602222,13.812636165577779,602.006688963,4.01337792642,81.97,24.45,13.42,68.32,11.03,5.59,5.81151832461,2.63042139527
Politicallunch-PoliticalLunch022808ThursdaySnack792.xml,1,politics,15,99.96,0.0,0.0,0.0,0.0,0.0,95.48,0.0,3.98,0.0,0.0,100.0,2.3333333333333335,1.699673171197595,68.02483660130001,17.298474945533332,439.189189189,0.337837837838,91.86,6.59,2.19,89.67,4.4,3.34,6.58376963351,2.60402920735
Thatsportsshowhd-ThatSportsShowHDKobeDoinWorkDontWork583.xml,1,politics,13,94.93,0.0,0.0,0.0,2.99,0.0,0.0,0.0,6.02,0.0,91.25,100.0,3.3333333333333335,3.2489314482696545,57.960784313733335,17.73420479301111,1120.68965517,0.431034482759,90.8,17.37,10.38,80.42,6.99,1.69,5.62827225131,2.04099586522
EconomyInCrisis-TheSlowStimulus691.xml,1,citizen_journalism,31,0.0,98.54,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,94.43,100.0,0.0,0.0,48.32244008714444,0.0,0.0,0.467289719626,94.51,12.01,8.27,86.02,3.74,1.45,4.56806282723,1.88264273775
SEEPROGRESS-HowTheStimulusBillActuallyWorksToCreateJobsACAPAnima969.xml,1,politics,31,3.9,4.21,1.3,44.87,1.74,23.13,0.0,0.0,34.93,1.81,41.15,100.0,7.0,5.715476066494082,41.975163398700005,11.590413943368889,28.5442435775,3.04471931494,78.9,36.53,18.08,60.82,18.45,2.05,16.2303664921,9.2460631653
Underlab-ShortFilmsDawnDubrielsTheLastDutchess521.xml,1,movies_and_television,25,0.0,0.0,0.0,0.0,0.0,96.74,96.74,0.0,0.0,0.0,0.0,100.0,0.0,0.0,35.24880174293334,0.0,256.41025641,0.0,0.06,95.38,0.0,0.0,95.38,0.0,0.314136125654,0.343098442861
Lauraflanders-GRITtvMediaRoundtableKatieHalperEstherArmahAndRoryOConn419.xml,1,politics,8,0.0,0.0,0.0,99.17,0.0,0.0,0.0,0.0,0.0,30.36,68.37,100.0,12.642857142857142,8.014336643586587,30.079738562099994,11.328976034855556,356.853203569,2.83860502839,98.53,7.72,7.5,90.96,0.22,1.2,29.4240837696,10.847189232
Davidleeking-FacebookPagesScreencast741.xml,1,technology,0,0.0,0.0,0.0,0.0,0.0,98.4,98.4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.47668845315555,22.39651416122222,1428.57142857,0.0,95.5,10.29,10.29,83.73,0.0,1.42,0.0130890052356,0.307908858978
MeetCleaverTheatre-MCTElectricDragon80000Volts743.xml,1,movies_and_television,28,8.48,16.68,6.39,0.0,3.5,39.77,0.0,0.0,29.39,11.07,32.65,100.0,6.6,6.437390775772433,18.11285403048889,15.686274509788891,992.366412214,3.81679389313,48.17,56.06,14.41,33.76,41.65,9.73,6.43979057592,3.45737661652
UBM-02093MyBrothersKeeper04522.xml,1,religion,22,0.77,1.0,0.93,94.2,0.03,1.4,0.0,0.0,0.23,68.58,25.58,100.0,6.666666666666667,6.79869268479038,28.054901960777777,25.09803921568889,158.000574548,16.144785981,91.85,34.36,29.08,62.76,5.28,2.82,61.335078534,30.6237353743
NABJStudentMedia-LossOfMediaBothsAtNABJJobFair953.xml,1,default_category,5,3.81,7.71,0.0,69.38,1.69,10.96,0.0,0.0,29.64,62.02,0.0,100.0,11.277777777777779,7.851436921251744,27.323311546833335,12.854030501111112,768.431983385,5.91900311526,68.33,35.91,14.5,53.77,21.41,10.2,20.3926701571,8.47189231987
Macsd-InterviewWithYolandaWalterMeade952.xml,1,art,23,0.0,99.5,0.0,0.0,0.0,0.0,89.49,0.0,0.0,10.01,0.0,100.0,0.0,0.0,2.091503267973333,0.0,0.0,1.53846153846,89.26,22.46,15.61,72.44,6.85,0.48,2.44764397906,1.1436614762
Politicallunch-PoliticalLunch041508TaxDaySpecial648.xml,1,politics,8,0.0,0.0,0.0,96.62,2.27,0.0,0.0,0.0,5.15,0.0,93.37,100.0,8.25,6.869315832017043,66.22222222223334,8.845315904141112,340.909090909,6.81818181818,91.33,16.29,10.57,80.77,5.72,2.45,5.23560209424,2.32251253629
Publicdomain-comedy_charlie_chaplin_his_favorite_pasttime797.xml,1,comedy,21,0.0,0.0,0.0,0.0,1.87,43.24,0.35,0.0,6.05,0.0,38.71,100.0,2.0,1.4142135623730951,20.49019607844444,7.625272331155555,1197.77158774,1.11420612813,32.36,89.78,25.87,6.48,63.91,3.38,0.615183246073,3.15826515351
Gijdj-EPISODIO29281.xml,1,music_and_entertainment,14,0.0,0.0,51.36,0.0,2.74,8.92,5.13,0.0,13.86,5.62,38.22,100.0,13.4,10.384603988597735,19.834422657944447,17.908496732022222,1934.52380952,2.08333333333,44.95,55.36,17.44,27.39,37.92,16.15,1.50523560209,2.95592504619
PhantasmagoriaTheater-ThePhantomShip1936923.xml,1,movies_and_television,0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,2.75,100.0,13.833333333333334,13.221405203515832,11.238779956436666,16.296296296288887,1614.9068323,0.0,24.05,94.66,22.99,1.06,71.67,2.04,0.0130890052356,1.4163807513
Web2Expo-ClayShirkyShirkycomItsNotInformationOverloadItsFilterFa563.xml,1,technology,30,0.0,21.5,73.98,0.0,0.51,0.0,0.0,0.0,0.28,10.12,84.58,100.0,16.2,8.795453370918409,9.110239651417778,25.054466230933333,254.237288136,3.05084745763,93.11,16.86,12.45,80.66,4.42,2.19,12.4083769634,5.19046362277
Xtremetony-XGWLWorldwideEp24497.xml,1,sports,31,0.0,0.0,96.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.27,100.0,7.0,0.0,52.86884531592223,0.0,68.0272108844,0.0,70.5,35.58,19.95,50.48,15.63,12.64,2.84031413613,1.29321720771
Nitaai-0001EkachakraNityanandaGlories708.xml,1,religion,1,1.13,1.82,0.0,0.0,10.85,21.43,0.07,0.0,3.9,11.2,19.73,100.0,10.5,10.5,23.99084967318889,21.56862745098889,121.951219512,2.16802168022,54.22,99.13,53.91,0.31,45.22,0.42,5.53664921466,6.49247822644
Legourmettv-CuminSaladDressingRecipe423.xml,1,food_and_drink,13,16.43,0.0,0.0,0.0,7.82,30.42,0.0,0.0,0.63,0.0,49.34,100.0,4.333333333333333,3.9440531887330774,20.326361655777777,15.5991285403,1061.94690265,1.76991150442,74.8,46.19,28.21,46.6,17.99,6.15,1.49214659686,0.9941057447
Where-KirkpatrickJezierskiInSTEDDHumanitarianCollaborationTales872.xml,1,technology,29,0.0,0.0,0.0,90.88,3.33,2.24,0.0,0.0,0.0,4.67,90.61,100.0,4.6,3.7735924528226414,59.868409586066655,21.263616557722223,525.423728814,6.10169491525,93.53,14.49,12.37,81.08,2.12,4.12,17.6570680628,5.19046362277
Cibialterati-LemonTagliatelleENGLISH833.xml,1,comedy,22,2.79,3.62,0.0,63.84,2.65,2.4,0.0,0.0,1.19,29.43,38.45,100.0,5.5,3.095695936834452,18.266230936818893,14.553376906315552,200.729927007,18.9781021898,70.0,51.26,27.68,42.32,23.58,6.18,8.16753926702,4.82097299199
Crashsolo-OneMinuteSwordOfShannara305.xml,1,literature,15,0.0,0.0,0.0,0.0,0.0,94.33,94.33,0.0,0.0,0.0,0.0,100.0,10.0,10.0,40.50326797386666,17.777777777797773,447.76119403,0.0,75.15,18.51,11.25,63.9,7.26,14.6,1.04712041885,0.589425530043
EconomyInCrisis-FixingTheEconomy183.xml,1,politics,10,0.0,97.85,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,93.59,100.0,1.5,1.5,26.831808278855558,13.376906318086668,148.514851485,0.49504950495,94.02,12.48,8.65,85.14,3.83,1.44,4.4109947644,1.7770739861
Justinkahn-TheBusinessWeekPerspectiveOnTwitterAtThe140CharacterCo540.xml,1,technology,10,40.13,0.0,0.0,0.0,0.0,52.01,0.0,0.0,7.93,0.0,83.44,100.0,7.4,6.829348431585549,30.259694989109114,9.716775599123888,109.204368175,0.468018720749,78.32,37.22,27.84,50.4,9.38,12.16,12.6832460733,5.63913081728
Stupidfamouspeople-TomCruiseJadaPinkettSmithSneakIntoKatieHolmesPlay566.xml,1,music_and_entertainment,20,0.0,0.0,0.0,0.0,2.24,0.0,0.0,2.24,0.0,0.0,0.0,100.0,0.0,0.0,21.590413943344444,13.071895424834445,689.655172414,0.0,0.19,79.66,0.03,0.0,79.63,0.0,0.0130890052356,0.255124483153
Tdobson-becta861.xml,1,default_category,19,0.0,0.0,0.0,0.0,4.16,0.0,0.0,4.16,0.0,0.0,0.0,100.0,1.0,1.0,61.152941176477775,11.808278867096668,349.65034965,0.34965034965,0.19,99.27,0.0,0.0,99.26,0.0,0.0130890052356,2.51605524765
Yourworldin5-YourWorldIn5Minutes051209151.xml,1,politics,29,0.0,0.0,0.0,99.71,0.0,0.0,0.0,0.0,3.37,0.0,95.71,100.0,13.5,8.645808232895291,53.77821350762221,14.030501089326668,503.355704698,4.36241610738,95.04,6.91,3.86,91.18,3.05,1.27,6.71465968586,2.6216239993
Davidleeking-MickeyPicket785.xml,1,videoblogging,19,0.0,0.0,0.0,0.0,27.39,53.52,53.52,0.0,0.0,0.0,27.39,100.0,0.0,0.0,32.90718954248889,0.0,322.580645161,3.22580645161,34.19,53.23,19.96,14.13,33.26,26.19,0.549738219895,0.272719275095
G14productions-BetweenGuys590.xml,1,comedy,32,0.0,3.02,0.0,0.0,21.71,33.22,0.0,19.46,14.02,0.0,24.37,100.0,7.0,4.847679857416329,23.235294117644443,17.037037037022223,1711.22994652,4.27807486631,73.82,44.97,29.16,44.66,15.81,9.62,1.51832460733,1.64511304654
Andrekleinnett-DSCN1137531.xml,1,default_category,17,0.0,0.0,0.0,0.0,0.0,91.69,91.69,0.0,0.0,0.0,0.0,100.0,0.0,0.0,37.43267973855556,0.0,117.647058824,0.0,5.48,97.53,4.88,0.0,92.65,0.0,0.628272251309,0.747778657517
Opensermo-HowToSteal164MillionInArt744.xml,1,citizen_journalism,14,3.98,8.58,0.0,0.0,10.99,7.85,0.0,16.86,2.72,10.33,0.0,100.0,11.11111111111111,10.938661754879083,29.46753812636667,13.986928104577778,2000.0,7.05882352941,13.1,72.29,8.78,4.31,63.51,22.8,0.392670157068,1.49555731503
Phpcodemonkey-PHPNW08Track1Talk1RobAllenFirstStepsWithZendFramewor336.xml,1,technology,14,0.0,0.0,0.0,0.0,8.28,0.0,0.0,8.28,0.0,0.0,0.0,100.0,4.166666666666667,4.374801582802228,46.21612200436667,22.65795206971111,1884.05797101,0.0,4.1,96.81,3.97,0.0,92.85,0.29,0.0130890052356,0.607020321985
AGORANEWS3-Villaverde01175.xml,1,citizen_journalism,30,0.0,18.67,0.0,20.01,1.73,40.8,0.0,0.0,0.0,0.0,76.5,100.0,8.0,8.640987597877148,46.83224400872223,25.577342047922222,291.97080292,5.83941605839,68.41,62.63,38.93,29.46,23.7,6.96,3.76963350785,1.205243248
Thatsportsshowhd-PoliticalLunchHD041709TortureMoneyAndFreeBeer650.xml,1,default_category,28,16.59,0.0,41.01,0.0,3.83,16.19,0.0,0.0,15.16,0.69,61.53,100.0,3.5714285714285716,3.0639443699324596,50.81525054466667,24.357298474955556,938.271604938,2.22222222222,75.91,25.19,9.65,66.26,15.54,8.19,8.12827225131,3.56294536817
ClanOfTheGrayWolf-LiveFromGenCon2009VlogDay0403.xml,1,gaming,25,10.31,0.0,61.54,0.0,3.04,12.48,0.0,0.0,6.62,0.0,80.01,100.0,9.25,7.119515432949071,9.481481481483334,16.688453159044442,189.27444795,0.473186119874,52.35,53.08,25.22,27.14,27.86,19.62,9.96073298429,5.57754904548
Flashtuts-MovingSpritesOnTheStage619.xml,1,educational,1,10.05,5.31,3.13,8.49,14.3,4.64,0.0,0.0,0.0,18.68,24.5,100.0,0.0,0.0,80.84793028321111,27.189542483666667,65.3594771242,6.10021786492,49.76,54.1,18.45,31.22,35.66,14.56,10.5890052356,12.1140142518
Srnyshows-08232009SPORTSTALK1240420.xml,1,sports,33,3.69,6.32,4.85,66.82,0.44,8.61,0.0,0.0,10.55,58.75,18.18,100.0,3.25,2.947456530637899,41.952069716788884,24.183006535944443,41.4569144211,7.69914124963,85.32,37.99,30.12,55.2,7.88,2.6,66.4267015707,29.7088061934
Where-Where09SteveCoastUbiquitousGeoContext578.xml,1,technology,29,5.17,7.01,3.03,53.34,1.35,15.62,0.0,0.0,77.69,6.5,0.0,100.0,10.857142857142858,13.40499450022343,40.110239651411106,16.078431372544443,478.023740776,2.50240615977,85.73,11.43,8.23,77.46,3.2,2.88,62.4345549738,27.421483241
Mywvia-ZAPIntoGear430.xml,1,default_category,25,0.0,0.0,0.0,0.0,0.0,79.67,0.0,0.0,0.0,0.0,79.67,100.0,4.0,0.0,39.280174291955554,0.0,250.0,0.0,3.14,87.25,3.14,0.0,84.11,6.0,0.0130890052356,0.351895838832
Lizbdavis-FiguringOutFlock446.xml,1,educational,10,53.5,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,65.11,100.0,0.5,0.5,7.945533769063333,2.9629629629644447,112.994350282,0.0,64.16,12.33,11.59,52.49,0.74,1.04,14.4240837696,10.8999736078
Albarra-Set007Problem7852.xml,1,default_category,1,0.0,11.08,0.0,73.42,0.55,0.0,0.0,0.0,0.37,16.96,65.85,100.0,0.5,0.5,7.994771241832222,0.8278867102405556,115.384615385,24.6153846154,28.09,46.96,7.47,20.61,39.49,31.89,2.84031413613,2.28732295241
Undercurrents-UrgentActionAlertColombia457.xml,1,the_mainstream_media,29,0.0,0.0,0.0,90.53,0.0,2.97,0.0,0.0,0.0,11.98,79.44,100.0,9.692307692307692,10.38774881501218,49.751633986933335,23.00653594771111,494.417862839,2.23285486443,92.09,41.98,35.07,57.01,6.91,0.84,10.445026178,5.51596727369
